job_url;title;company;description;niveau_etudes;niveau_experience;contrat;region;competences;publication_date;via;titre_homogene;secteur;niveau_qualification
https://www.bayt.com/en/morocco/jobs/production-supervisor-assembly-meknes-72656521/;Production Supervisor assembly Meknes;Lear Corporation;"Job Description
Location: Meknes, MA
Location Code: 0949 Provider Description Enabled SAP as service provider
""route"" is used for session stickiness ""careerSiteCompanyId"" is used to send the request to the correct data center ""JSESSIONID"" is placed on the visitor's device during the session so the server can identify the visitor ""Load balancer cookie"" (actual cookie name may vary) prevents a visitor from bouncing from one instance to another
Provider Description Enabled Vimeo
YouTube
Provider Description Enabled Google Analytics Google Analytics is a web analytics service offered by Google that tracks and reports website traffic.
Google Tag Manager Google Tag Manager is a tag management system for conversion tracking, site analytics, remarketing, and more.";;;;;;2025-04-11;Bayt;Superviseur de Production;Manufacturing;2
https://www.bayt.com/en/morocco/jobs/quality-control-analyst-72657005/;QUALITY CONTROL ANALYST;TE Connectivity;"Job Description
QUALITY CONTROL ANALYST


At TE, you will unleash your potential working with people from diverse backgrounds and industries to create a safer, sustainable and more connected world.
Job Overview


TE Connectivity's Quality Control and Reliability Teams ensure product and / or product components comply with specifications and quality standards. They test and inspect products against performance and integrity criteria to ensure product quality and reliability, and to determine the suitability of product release.
Tasks and Responsibilities


- Participation in project meetings with the customer and the project team during the entire project phase, as well as interface function to the individual departments.
- Act as primary quality customer contact and quality representative during the project phase up to customer release.
- Supports FMEA meetings in the individual development departments to maintain and implement customer and TE requirements, quality standards.
- Participate and support in project analysis, feasibility analysis, design reviews, and typical APQP elements within Lean Product Development.
- Perform lessons learned within TE ICT EMEA.
- Responsible for defining organizational rules (forms, quality management procedures, policies, etc.) according to Lean PD and customer specific requirements.
- Support and implementation of standards within the TE EMEA organization.
- Execution of 1st party audits (internal audits).
- Function as lead auditor for 2nd party audit (customer audit).
- Execute of 8QB audit prior G5 or the Project (with Plant support).
What your background should look like:


• Engineering degree, preferable with specialization in Quality.
• Minimum 3 years of professional experience, with experience in development processes within the automotive environment (Tier1 experience preferred)
• Experience as a Quality Engineer in the IATF16949 automotive environment is preferred.
• Hands-on experience with IATF16949 tools, especially APQP, PPAP, Root Cause Analysis, and 8-D problem-solving techniques.
• Knowledge in the application to work independently with SPC, Capability Analysis, Gage R&R, and Statistical Techniques (plus to know APIS-IQRM Pro and Q-Stat)
• Winning and customer-oriented personality, capable of confidently representing the company at the customer's site.
• Independent and project-oriented working style with the ability to work effectively in a team.
• Good knowledge in the MS-Office package and valuable SAP.
• Optional: Process Auditor for Product Implementation VDA 6.3 (1st, 2nd party).
• Very good communication skills (oral & written) in English.
• Willingness to travel within EMEA (25 to 50%).
Competencies


Values: Integrity, Accountability, Inclusion, Innovation, Teamwork Location: Tangier, TNG, MA, 93030
City: Tangier State: TNG Country/Region: MA Travel: 25% to 50% Requisition ID: 132231 Alternative Locations: Function: Quality
Job Segment: QC, Quality Engineer, ERP, Quality, Engineering, Automotive, Technology
Provider Description Enabled SAP as service provider
""route"" is used for session stickiness ""careerSiteCompanyId"" is used to send the request to the correct data center ""JSESSIONID"" is placed on the visitor's device during the session so the server can identify the visitor ""Load balancer cookie"" (actual cookie name may vary) prevents a visitor from bouncing from one instance to another
Provider Description Enabled YouTube
Provider Description Enabled LinkedIn";;;;;;2025-04-11;Bayt;Analyste Contrôle Qualité;Informatique;2
https://www.bayt.com/en/morocco/jobs/supply-chain-analyst-production-planner-72656650/;Supply Chain Analyst (Production Planner);TE Connectivity;"Job Description
Supply Chain Analyst (Production Planner)


At TE, you will unleash your potential working with people from diverse backgrounds and industries to create a safer, sustainable and more connected world.


Job Overview


TE Connectivity's Supply Chain Managers are responsible for the timely, cost-effective procurement, inventory control, planning and quality control of production materials. They ensure the availability of materials in the supply chain, as scheduled, and the maintenance of inventory at the established levels. They coordinate and integrate the flow of materials and information among suppliers, manufacturers, distributors and customers, identifying opportunities for improving efficiency, effectiveness and capabilities of the supply chain. Resources are focused on continuous improvement of the movement of materials through production processes, and the establishment of key performance metrics and benchmarks to monitor actual performance against goals.
Your main tasks


• Responsible for Material planning, scheduling and inventory control by using SAP.
• Collaborating with Plants Supply Chain and production teams to address component availability, production-related, and purchasing issues.
• Planning NPI project production in alignment with customer demand and validation requirements.
• Place production orders based on the project needs, if needed, manually adjust the production BOM in accordance with PDS (Product Development Sheet).
• Launch purchase orders and maintain close alignment with suppliers on topics related to material procurement.
• Onboarding new suppliers by managing individual orders and scheduling agreements according to project demands.
• Maintain appropriate material master data in SAP (MRP Views).
• Analyzing potential Supply Chain blockages, focusing on medium- and short-term internal production and supplier capacities.
• Developing Supply Chain mapping for new projects.
• Advises on availability date of finished products to Customer Service teams.
• Highlight BOM / Routing errors when encountered and follow up until resolved with Manufacturing Engineering
• Work with Quality to ensure timely release of finished goods & WIPs, coordinating and scheduling reworks as necessary
Your ideal background


• Master’s degree.
• Minimum 3 years of work experience in Production planning.
• Strong analytical and problem-solving skills.
• Self-organized, structured/methodical, take initiative.
• Strong customer focus.
• Excellent communication skills in English.
• Excellent SAP knowledge required
#LI-ONSITE
Competencies


Values: Integrity, Accountability, Inclusion, Innovation, Teamwork Compensation
• Competitive base salary commensurate with experience: $xxx – xxx (subject to change dependent on physical location)
• Posted salary ranges are made in good faith. TE Connectivity reserves the right to adjust ranges depending on the experience/qualification of the selected candidate as well as internal and external equity.
What TE Connectivity Internship Program offers


TE has a robust internship program that provides our interns with an abundance of resources to feel included as part of our Team. Every summer we coordinate various educational and networking events for our interns. The TE University Relations team will be hosting virtual meetups, information sessions, tours, skill building presentations, and topping it off with National Intern Day celebration activities.
A unique employee resource group we have is the Young Professionals Employee Resource Group (ERG). This group is committed to creating a highly engaged and empowered cross-functional network of young professionals by placing high value in Professional Development, Networking Opportunities and Community Involvement to drive the success of our interns.
In addition to the ERG, we also provide our interns with complete access to our internal library of self-lead courses. These courses include academies like leadership to help the interns develop their development in becoming future leaders at our organization. To help with their professional growth, we provide access to Mentors via our NAVIGATE platform. Mentors serve as a guide to navigate the organization and provide additional support in their career endeavors at the company. Our program provides a holistic experience for interns that targets professional development and personal growth.
Our internship program typically runs May thru August and gives students the opportunity to work on projects that contribute to the success of their team and build on their classroom experience. Throughout the 10–12-week program, interns will be provided with:
• Onboarding & Orientation
• Professional Development Workshops
• Networking Opportunities
• Operations Experience
• Executive Exposure
Timeline


TE Connectivity recruits on campus between September and March for New Grad (FT), Rotational, Internship and Co-op positions beginning in May. Once you have applied to a position, your resume and application will be reviewed. If you are selected to move to the next step in the application process, you will be contacted by a recruiter. Once you accept an offer, the onboarding process will begin in January for interns who have committed to offers in the fall semester and upon acceptance for interns who have committed to offers in the spring semester.
EOE, Including Disability/Vets
Location: Tangier, 01, MA, 90000
City: Tangier State: 01 Country/Region: MA Travel: 10% to 25% Requisition ID: 132582 Alternative Locations: Function: Manufacturing
Job Segment: Supply Chain, Industrial, Supply Planner, Supply, Material Planner, Operations, Manufacturing
Provider Description Enabled SAP as service provider
""route"" is used for session stickiness ""careerSiteCompanyId"" is used to send the request to the correct data center ""JSESSIONID"" is placed on the visitor's device during the session so the server can identify the visitor ""Load balancer cookie"" (actual cookie name may vary) prevents a visitor from bouncing from one instance to another
Provider Description Enabled YouTube
Provider Description Enabled LinkedIn";;;;;;2025-04-11;Bayt;Analyste Chaîne d'Approvisionnement;Logistique;2
https://www.bayt.com/en/morocco/jobs/brand-manager-confectionery-72657977/;Brand Manager Confectionery;Nestlé;"Job Description
We are seeking a highly motivated and dynamic Cluster Brand Manager to join Nestlé team. In this role, you will play a vital role in building strong brands that delight target consumers and generate strong business results linked to building brand equity and changing consumer behavior. If you are passionate about building brands, have a track record of driving growth and are a collaborative team player, we would love to hear from you.
Responsibilities:


Develop an in-depth consumer and shopper knowledge through immersions; in-home visits, shopper observations, focus groups to facilitate decision-making by providing ongoing data and insights.
Bring strong digital knowhow to the communication development and media planning process by staying up to date with trends and relevant emerging platforms.
Partner with media and communication agencies and work with our eBusiness teams to expand our brand presence and develop compelling content for digital marketing.
Monitor and analyze brand performance and brand health, identifying gaps, support needed and providing recommendations for improvement.
Support in PFME planning and tracking based on pre-defined budgets, with recommendations to optimize/revise to be submitted to Cluster Marketing Manager/Cluster SBM.
Drive I/R deployment in the cluster for both multi-cluster and cluster specific projects in alignment with the I2L governance and working on the launch plans in collaboration with the cluster/country CDTs.
Own packaging development process for cluster dedicated SKUs following the packaging guidelines and coordinate the process within D2D.
Collaborate with our Cluster Marketing Manager and/or Cluster SBM to develop captivating Annual ICP plans in line with brand/category strategy
Plan and execute promotional activities in line with the overall strategy, coordinating with relevant stakeholders for flawless execution.
Conduct market visits along with CDT to assess competitive landscape, promotional execution, brand activation implementation & identify emerging opportunities and trends in the Cluster.
Actively participate in the monthly review with regional team and clusters for inspiration, learnings, and action plans
Requirements:


4-6 years of experience in marketing, which may include some years in other functions, ideally in CDT/Sales at Nestlé or equivalent FMCG - at least 3 years in Marketing.
Solid Experience in digital marketing is a must.
Strong learning agility, project management with cross functional teams, and communication skills.
Analytical & conceptual ability is a must.
We are seeking a highly motivated and dynamic Cluster Brand Manager to join Nestlé team. In this role, you will play a vital role in building strong brands that delight target consumers and generate strong business results linked to building brand equity and changing consumer behavior. If you are passionate about building brands, have a track record of driving growth and are a collaborative team player, we would love to hear from you.
Responsibilities:


Develop an in-depth consumer and shopper knowledge through immersions; in-home visits, shopper observations, focus groups to facilitate decision-making by providing ongoing data and insights.
Bring strong digital knowhow to the communication development and media planning process by staying up to date with trends and relevant emerging platforms.
Partner with media and communication agencies and work with our eBusiness teams to expand our brand presence and develop compelling content for digital marketing.
Monitor and analyze brand performance and brand health, identifying gaps, support needed and providing recommendations for improvement.
Support in PFME planning and tracking based on pre-defined budgets, with recommendations to optimize/revise to be submitted to Cluster Marketing Manager/Cluster SBM.
Drive I/R deployment in the cluster for both multi-cluster and cluster specific projects in alignment with the I2L governance and working on the launch plans in collaboration with the cluster/country CDTs.
Own packaging development process for cluster dedicated SKUs following the packaging guidelines and coordinate the process within D2D.
Collaborate with our Cluster Marketing Manager and/or Cluster SBM to develop captivating Annual ICP plans in line with brand/category strategy
Plan and execute promotional activities in line with the overall strategy, coordinating with relevant stakeholders for flawless execution.
Conduct market visits along with CDT to assess competitive landscape, promotional execution, brand activation implementation & identify emerging opportunities and trends in the Cluster.
Actively participate in the monthly review with regional team and clusters for inspiration, learnings, and action plans
Requirements:


4-6 years of experience in marketing, which may include some years in other functions, ideally in CDT/Sales at Nestlé or equivalent FMCG - at least 3 years in Marketing.
Solid Experience in digital marketing is a must.
Strong learning agility, project management with cross functional teams, and communication skills.
* Analytical & conceptual ability is a must.";;;;;;2025-04-11;Bayt;Gestionnaire de Marque;Alimentaire;3
https://www.bayt.com/en/morocco/jobs/senior-accounting-specialist-72656100/;Senior Accounting Specialist;Maersk Growth;"Job Description
Cookie management for the best digital experience
Withdraw your consent at any time by clicking “Cookie preferences” in the footer on our website. Learn more in our and . We have a vision bigger than the ocean: to be a true integrator of container logistics by connecting and simplifying our customers' supply chain. We rely on our people to make this happen. You will play an important role in our success by supporting global asset maintenance planning in AM program definition and continuous improvement, learning and building relationships with colleagues in other units.
This position is based in Tangier


We offer you exciting career opportunities with international reach to further expand your experience through our award-winning, diversity-focused talent development initiatives.
We have a competitive compensation and benefits package for full-time employees. Our talent policies are recognized worldwide as among the best in the industry, and we continue to seek new ways to invest in our people through ongoing personal and professional development initiatives.
We value the diversity of our talent and will always strive to recruit the best person for the job. We are proud of this and see it as a real source of strength for building high-performance teams.
Key responsibilities:


EXECUTION


• Responsible for execution of the end-to-end processes within ATR according to the global standard processes and ensure quality in accounting delivery according to group/local accounting principles and standards.
• Monthly review and analysis of P&L
• Monthly balance sheet reconciliation and documentation according to the baseline and internal controls.
• Managing and reporting of intercompany transactions
• Managing and reporting of fixed asset related transactions
• Support Management with Ad Hoc financial reports
• Resolution of audit queries
• Stakeholder management with respect to accounting and reporting queries
• Responsible for Data management in ATR domain – request, assess impact and follow up resolutions
PERFORMANCE MANAGEMENT & COMPLIANCE


• Performance manages a selection of ATR related KPI and raise proposals on how gaps and improvements can be made.
• Ensuring effective execution and documentation of Internal finance controls, baseline controls and governance related to ATR
• Working cross-functionally with team based in GSC, locally and globally to maintain and improve internal controls and performance management
• Well versed and good understanding of group accounting policies, guidelines, and control framework to maintain integrity of financials reported
CHANGE MANAGEMENT


• Support implementation of changes to process or systems by testing and ensuring a smooth implementation
• Participate in Kaizens to ensure that performance is improved or that process gaps are closed
We are looking for:


3–5 years of work experience in Accounting & Finance Organizational and planning skills, high attention to details Fluent English is a MUST. French and Spanish are Advantages (Verbal & Written). Clear, simple and concise written and verbal communication skills Advanced level in Microsoft Excel. ERP knowledge is a MUST. Knowledge of finance management software like: IFS, OneStream, N4, etc. is an advantage. Excellent knowledge of local Moroccan GAAP and of International Financial Reporting Standards (IFRS) is preferred. Success in this role will require the ability to find approaches to development that work at scale, across terminals/entities, and while generating commitment through influence rather than formal authority
Note: To be considered for this role, please apply with a CV in English.


#LI-KE1
#LI-POST
APM TerminalsMaersk is committed to a diverse and inclusive workplace, and we embrace different styles of thinking. Maersk is an equal opportunities employer and welcomes applicants without regard to race, colour, gender, sex, age, religion, creed, national origin, ancestry, citizenship, marital status, sexual orientation, physical or mental disability, medical condition, pregnancy or parental leave, veteran status, gender identity, genetic information, or any other characteristic protected by applicable law. We will consider qualified applicants with criminal histories in a manner consistent with all legal requirements.
We are happy to support your need for any adjustments during the application and hiring process. If you need special assistance or an accommodation to use our website, apply for a position, or to perform a job, please contact us by emailing accommodationrequests@maersk.com .
Additional info


Ref. R142050 At APM Terminals, we are a team of over 20,000 employees spread across more than 60 countries united by a passion to provide our expertise in port operations and container management services. By providing the expertise and port infrastructure essential to world trade, we actively support the advancement of the societies around us, enabling local economies to unlock their potential and build an even stronger global community. Working with a team of talented professionals you will get a chance to experience different cultures and make friends all over the world. You’ll find a culturally diverse, stimulating environment at any of our offices, terminals or depots. When you join APM Terminals, the world is your workplace. APM Terminals is an independent business unit within the Danish Maersk Group – a Global Fortune 500 company with about 89,000 employees and offices in 130 countries with global growth opportunities in a range of fields from shipping and energy to our offshore and manufacturing industries - Join us to achieve even your most ambitious career goals!";;;;;;2025-04-11;Bayt;Spécialiste Comptable Senior;Logistique;4
https://www.bayt.com/en/morocco/jobs/senior-accounting-coordinator-72656142/;Senior Accounting Coordinator;Africa50 Group;"Description


Africa50 is a pan-African infrastructure investor and asset manager that contributes to Africa’s growth by developing and investing in bankable projects, catalyzing public sector capital, and mobilizing private sector funding, with differentiated financial returns and impact.
Africa50 has raised over US$890 million so far from 32 African governments, the African Development Bank, and two African Central Banks, and intends to reach a target capitalization of US$3 billion. Africa50 has an independent investment process and seeks to generate commercial risk adjusted returns for its investments across key infrastructure sectors: Energy (including power generation and related parts of the value chain), Midstream gas, Transportation, ICT, Health infrastructure, Education and Fintech.
PURPOSE OF THE ROLE


Reporting to the Finance Director, the Senior Accounting Coordinator will ensure the delivery of accurate and timely outcomes in Accounting, Tax, Budgeting & Control and Procurement. The Senior Accounting Coordinator will ensure the preparation of the IFRS and statutory accounts, cost analysis, forecasting needs and financial reporting.
PRINCIPAL RESPONSIBILITIES


Support the Finance Director in all key financial management assignments including financial accounting, budgeting.
Coordinate the financial accounting, reporting, and operations of Africa50’s third-party pooled investment vehicles/funds, ensuring compliance with IFRS and best practices in fund accounting.
Manage Net Asset Value calculations, capital calls, distributions, and investor reporting, working closely with investment teams to ensure precise fund performance measurement.
Support the Finance Director in implementing an internal control environment on financial management and reporting.
Prepare, Analyze and Communicate monthly financial KPIs.
Ensure no findings in covered scope and -if any- proper mitigations are followed up properly.
Ensure Tax Compliance, timely and Accurate Tax and Statutory reporting.
Support in ensuring the delivery of the Procurement Policy and implementing the necessary internal controls to ensure compliance of the procurement process.
Implement and maintain robust accounting processes for private equity, project investments, and pooled fund structures, ensuring tracking of investment performance and financial flows.
Manage the end-to-end accounting lifecycle of funds, including investor allocations, waterfall calculations, and capital accounts reconciliation.
Coordinate external audits and financial statement preparation for Africa50’s investment structures, ensuring transparency, compliance, and alignment with industry best practices.
Manage Cash Flows, provide monthly Treasury statement and manage supplier payments.
Manage the day-to-day relationship with banks.
Support in preparing financials documents for Board Meetings and Annual Shareholders Meeting.
Manage the annual inventory of fixed assets.
Give financial analysis/budgeting support on specific investment or general projects.
Perform more general tasks in his/her domain of competence, necessary to achieve the financial department’s mission.
CANDIDATE PROFILE


Required background


Proven expertise in NAV calculations, and private equity structures, with a strong understanding of pooled investment vehicles.
Proven experience in Fund administration and Fund accounting.
A minimum of 10 years’ relevant experience in Finance in a Private Equity environment, of which at least four (4) years will be at a senior level with management experience.
Chartered Accountant (CA, ACCA, CPA,..) with deep expertise in fund accounting, NAV calculations, and private equity structures, and a strong command of IFRS reporting for investment vehicles.
At least a master’s degree in finance, or any other related discipline.
Business Acumen


Mastering the Accounting, Tax, Treasury and reporting in accordance with IFRS/local standards.
Deep knowledge of investment fund operations, including capital flows, investor allocations, and regulatory reporting in an asset management environment.
Strong experience of Preparing and Analyzing financial reports and Ability to prepare and assess financial statements and budget documents.
Ability to manage Cash and relationship with banks and Ability to manage relationship with external interlocutors including high profile.
Essential Qualities


Strong analytical mindset with the ability to interpret complex financial data and provide strategic insights for investment decision-making.
Ability to work accurately under pressure Positive attitude.
Ability to prioritize deliverables and meet deadlines.
Ability to work well within a team-oriented environment or individually.
Knowledge, Skills, and Experience


Interest in Africa50’s mission, strategy and values.
Excellent written and verbal communication skills in English and French.
Experience working with private equity funds, infrastructure investments, and SPV accounting, with proficiency in financial modeling and fund administration.
Experience in Accounting System, Proficiency in Microsoft Office (Advanced Excel knowledge…)
Location


The position will be based in Casablanca.
If you are interested in this role, .";;;;;;2025-04-11;Bayt;Coordinateur Comptable Senior;Finance;3
https://www.bayt.com/en/morocco/jobs/analyst-product-dev-eng-g-72658284/;Analyst, Product Dev - Eng''g;Yazaki;"Job Description
Join Yazaki. Connect to the future. 

Country: Morocco (MA) 
City: Meknes
Worksite / Location: Meknes Plant 1 

Job Function: Engineering 
Job Discipline: Product Dev - Eng'g 
Job Family: Product Development

Founded in 1929, Yazaki is a Japanese full systems supplier of wire harness, electrical, data products and solutions enabling vehicle electrification, connectivity, and autonomy integration. More than 235,000 committed and highly motivated employees in 45 countries make us one of the most successful international automotive suppliers. Join a family-owned company committed to being environmentally friendly in every aspect of its business, contributing to society, and inspiring trust. To strengthen our team, we are looking for a Analyst, Product Dev - Eng'g in our plant in [[location]].

•  Level of studies : BAC+5 in Industrial or other Technical field
•  Experience : Min 2 years experience in Automotive Industry 
•  Skills : Good Communication; Analysis mindset; Team spirit; Flexibility and Adaptability; Work planning and Priorities 
•  Language : French & English
Responsibilities and Tasks : 
- Define W/H manufacturing capacity and equipment
- Design the W/H manufacturing process according to best practices and ergonomic rules
- Perform Time measurement, Line Balancing, Muda Elimination and Efficiency Improvement of production lines
- Lead and participate in Productivity and Quality Improvement of production lines
- Analyze and implement customer technical changes 

At Yazaki, we are committed to providing equal employment opportunities for everyone which extends to all aspects of the employment relationship. 

We are looking forward to receiving your application and to get to know you. Please apply by clicking the 'Apply Now' button. We wish you all the success in your application! 

Ps. Didn't find what you are looking for?
Take a look at our careers page! Be careful though, you might find your next dream job.";;;;;;2025-04-11;Bayt;Analyste Développement Produit;Informatique;5
https://www.bayt.com/en/morocco/jobs/engineer-equipment-maintenance-72658230/;Engineer, Equipment Maintenance;Yazaki;"Job Description
Join Yazaki. Connect to the future. 

Country: Morocco (MA) 
City: Meknes
Worksite / Location: Meknes Plant 1 

Job Function: Manufacturing 
Job Discipline: Equipment Maintenance 
Job Family: Technical Specialty/Skilled Trade

Founded in 1929, Yazaki is a Japanese full systems supplier of wire harness, electrical, data products and solutions enabling vehicle electrification, connectivity, and autonomy integration. More than 235,000 committed and highly motivated employees in 45 countries make us one of the most successful international automotive suppliers. Join a family-owned company committed to being environmentally friendly in every aspect of its business, contributing to society, and inspiring trust. To strengthen our team, we are looking for a Engineer, Equipment Maintenance in our plant in [[location]].

• Level of studies: Bac+5 in Engineering or other Technical fields
•  Experience : Min 2 years experience on automotive industry
• Language: Fluent speaker of French and English
• High communication skills
Attributions & Tasks: 
- Ensure assembly equipment according to YEL rules
- Ensure new production processes in compliance with YAZAKI standards 
- Define work standards according to YAZAKI guidelines.
- Intervene from the design and conception to the operational implementation and validation of the installations.
- Ensure assembly equipment specifications
- Ensure the evolution of the assembly equipment according to the schedule granted
- Inventory and follow up of Equipement
- Management team of five technicians Process, with a permanent contact of the suppliers as well as the different disciplines of YAZAKI.
- Ensure compliance with quality standards that enable the achievement of the objectives
- Participate in Quality, Safety and Environment
- Compliance with EHS ans 5S guidelines

At Yazaki, we are committed to providing equal employment opportunities for everyone which extends to all aspects of the employment relationship. 

We are looking forward to receiving your application and to get to know you. Please apply by clicking the 'Apply Now' button. We wish you all the success in your application! 

Ps. Didn't find what you are looking for?
Take a look at our careers page! Be careful though, you might find your next dream job.";;;;;;2025-04-11;Bayt;Ingénieur Maintenance Équipement;Industrie;5
https://www.bayt.com/en/morocco/jobs/sr-scientist-i-pharmacology-gi-discovery-research-72644387/;Sr. Scientist I, Pharmacology, GI Discovery Research;Abbvie;"Job Description

AbbVie’s Gastrointestinal (GI)/Immunology Discovery Research group is looking for a highly motivated and experienced in vivo and in vitro cell biologist to play an integral role in advancing therapeutics to treat inflammatory GI disorders. This position offers an exciting opportunity to advance the understanding of mucosal immune responses and discover novel therapies for Inflammatory Bowel Disease (IBD).

The ideal candidate would work within the highly matrixed and collaborative GI Discovery team to identify key gaps for programs in AbbVie’s GI portfolio. The candidate is expected to design, execute, interpret and present innovative research to advance programs towards the clinic. We are seeking a hands-on experimentalist who is proficient with in vivo and in vitro cell biology research and has demonstrated scientific leadership with internal and external stake holders/experts. The expectation is that the candidate would dedicate the majority of their time toward wet lab experimentation, data analysis and presentation. In addition, we are seeking a candidate, with excellent written and oral communication skills, who environment has exemplified their scientific acumen through first author publication of peer reviewed research. The candidate will have the opportunity to present their results at team and internal/external science meetings. Prior experience in IBD, humanized mouse models, or transcriptomics analysis are preferred. 

Major Responsibilities:

Identify critical biology questions in line with department/project strategy, and address them with experimental design and execution
Highly autonomous and productive in performing laboratory research and method development, requiring only minimal direction from supervisor.
Formulate conclusions and design follow-on experiments based on multidisciplinary data.
Primary author of publications, presentations, regulatory documents and/or primary inventor of patents.
Understand and adhere to corporate standards regarding code of conduct, safety, appropriate handling of materials, controlled drug and radioactive compounds, and animal care

Qualifications

Qualifications: 

Bachelor’s Degree or equivalent education and typically 10+ years experience, Master's Degree or equivalent education and typically 8+ years experience, or PhD and typically 0-3 years of experience. 
Possess thorough theoretical and practical understanding of own scientific discipline, especially within gastrointestinal physiology and inflammation.
Highly proficient with in vivo techniques such as mouse restraint, PO and IP dosing routes, and rodent necropsy. Experience with some colitis models is preferred.
Highly proficient in primary cell culture, including isolation of human and rodent cells, with  inflammatory stimulation.
Technical capabilities including RT-qPCR, Western blot, multi-color flow cytometry and use of BioTuring or Ingenuity Pathway Analysis.
Demonstrated ability to learn, understand and master new experimental techniques.
Demonstrated scientific writing skills and strong verbal communication skills through publication and conference presentations.

Additional Information

Applicable only to applicants applying to a position in any location with pay disclosure requirements under state or local law: 


The compensation range described below is the range of possible base pay compensation that the Company believes in good faith it will pay for this role at the time of this posting based on the job grade for this position. Individual compensation paid within this range will depend on many factors including geographic location, and we may ultimately pay more or less than the posted range. This range may be modified in the future.

We offer a comprehensive package of benefits including paid time off (vacation, holidays, sick), medical/dental/vision insurance and 401(k) to eligible employees.

This job is eligible to participate in our short-term incentive programs. 


Note: No amount of pay is considered to be wages or compensation until such amount is earned, vested, and determinable. The amount and availability of any bonus, commission, incentive, benefits, or any other form of compensation and benefits that are allocable to a particular employee remains in the Company's sole and absolute discretion unless and until paid and may be modified at the Company’s sole and absolute discretion, consistent with applicable law. 

AbbVie is an equal opportunity employer and is committed to operating with integrity, driving innovation, transforming lives, serving our community and embracing diversity and inclusion.  It is AbbVie’s policy to employ qualified persons of the greatest ability without discrimination against any employee or applicant for employment because of race, color, religion, national origin, age, sex (including pregnancy), physical or mental disability, medical condition, genetic information, gender identity or expression, sexual orientation, marital status, status as a protected veteran, or any other legally protected group status.

US & Puerto Rico only - to learn more, visit https://www.abbvie.com/join-us/equal-employment-opportunity-employer.html 

US & Puerto Rico applicants seeking a reasonable accommodation, click here to learn more:

https://www.abbvie.com/join-us/reasonable-accommodations.html";;;;;;2025-04-11;Bayt;Chercheur Senior en Pharmacologie;Santé;5
https://www.bayt.com/en/morocco/jobs/mfg-process-development-engineer-72656872/;MFG & PROCESS DEVELOPMENT ENGINEER;TE Connectivity;"Job Description
MFG & PROCESS DEVELOPMENT ENGINEER


At TE, you will unleash your potential working with people from diverse backgrounds and industries to create a safer, sustainable and more connected world.
Job Overview


TE Connectivity's Manufacturing and Process Development Engineering Teams significantly impact LEANPD driven new product development projects, driving for excellence in existing manufacturing technologies and methods and striving to implement new manufacturing technologies to provide improved process and tolerance control. They act as the binding element between product development and manufacturing engineering, ensuring the effectiveness and efficiency of this critical interface. They support Product Development in the optimization of designs and piece parts for manufacturability by realizing sample tooling/products/prototypes. They also design, develop, and qualify tooling and processes to meet TE quality and production standards, document all processes and tooling in applicable TE systems, support supply chain to verify supplier compliance and capability, initiate and implement programs to continuously improve quality, cost and cycle time and adhere to all appropriate specifications, regulatory requirements and customer requirements.
Your main tasks


Support the execution of new projects: Conduct capacity studies, order equipment, and facilitate staff training.
Define and review manufacturing lot sizes (EOQs).
Optimize and restructure existing manufacturing processes.
Create process documentation and work instructions in accordance with ISO 9001 standards.
Coordinate and lead the introduction of engineering changes and new products.
Implement TEOA-specific KPIs and reporting standards.
Monitor key performance metrics such as OEE, scrap rate, and line efficiency, and lead action plans for improvement.
Health, Safety & Environmental (HS&E) Responsibilities :


Comply with legislation and internal policies related to EHS and environmental protection.
Follow instructions for wearing personal protective equipment (PPE), including safety shoes, glasses, and other necessary gear based on work activities.
Adhere to restrictions on the removal of safety screens and other protective elements of machines and equipment.
Follow waste sorting guidelines and ensure proper handling and storage of chemical substances.
Take preventive actions to reduce fire hazards.
Teamwork & Company Values:


Communicate and share information effectively with team members.
Uphold TE’s four core values—Integrity, Excellence, Teamwork, and Accountability—through the following behaviors:
Champions Integrity and Trust
Managerial Courage
Customer Focus
Learning/Change Agility
Builds Effective Teams
Manages Vision and Purpose
Manages Diversity
Drive for Results
Business Acumen
Your Ideal Background


Master's degree in Industrial Engineering, Electromechanical Engineering, or a related field.
Minimum of 2 years of experience as a Process and/or Manufacturing Engineer.
Experience in the automotive industry is preferred.
Knowledge of automation and its applications in manufacturing.
Expertise in lean manufacturing principles and implementation.
Competencies


Values: Integrity, Accountability, Inclusion, Innovation, Teamwork Location: Tangier, 01, MA, 90000
City: Tangier State: 01 Country/Region: MA Travel: Less than 10% Requisition ID: 131097 Alternative Locations: Function: Engineering & Technology
Job Segment: Manufacturing Engineer, Supply Chain, Process Engineer, Compliance, Industrial Engineer, Engineering, Operations, Legal
Provider Description Enabled SAP as service provider
""route"" is used for session stickiness ""careerSiteCompanyId"" is used to send the request to the correct data center ""JSESSIONID"" is placed on the visitor's device during the session so the server can identify the visitor ""Load balancer cookie"" (actual cookie name may vary) prevents a visitor from bouncing from one instance to another
Provider Description Enabled YouTube
Provider Description Enabled LinkedIn";;;;;;2025-04-11;Bayt;Ingénieur Développement de Production;Informatique;5
